"listingCard__media-link href","listingCard__photo-index","listingCard__price","listingCard__date","listingCard__title","listingCard__spec-item","listingCard__spec-item 2","listingCard__spec-item 3","listingCard__spec-item 4","listingCard__spec-item 5","listingCard__location","wp-btn-label","he-lazy-image src","listingCard__owner-firm","he-lazy-image src 2"
"https://www.hepsiemlak.com/manisa-yunusemre-muradiye-kiralik/daire/163565-527","1 / 11","20.000","08/09/2026","Emir Grup'tan Muradiye'de 1+1 65m² Full Eşyalı Arakat Daire","Kiralık Daire","1 + 1","65 m²","11 Yaşında","2. Kat","Manisa / Yunusemre / Muradiye Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Emir Grup Muradiye","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/manisa-salihli-gunes-kiralik/daire/37897-2657","1 / 24","31.000","08/09/2026","Salihli Cin Emlak'tan Güneş Mah Kiralık 3+1 140 M2 Doğalgazlı Dubleks","Kiralık Daire","3 + 1","140 m²","7 Yaşında","5. Kat","Manisa / Salihli / Güneş Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Cin Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/manisa-turgutlu-acarlar-kiralik/daire/126164-360","1 / 11","26.000","18/08/2026","Muratdağı Sokakta Kiralık Daire","Kiralık Daire","3 + 1","115 m²","15 Yaşında","Ara Kat","Manisa / Turgutlu / Acarlar Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/manisa-akhisar-ataturk-kiralik/daire/94123-2885","1 / 32","24.000","12/08/2026","Akhisar Atatürk Mah. Gölet Mevki Geniş 2+1 Kiralık Daire","Kiralık Daire","2 + 1","115 m²","5 Yaşında","1. Kat","Manisa / Akhisar / Atatürk Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/manisa-saruhanli-cengiz-topel-kiralik/daire/9333-1858","1 / 14","17.500","04/09/2026","Neval Yaralı İlköğretim Okulu Arkası Kiralık","Kiralık Daire","2 + 1","106 m²","7 Yaşında","3. Kat","Manisa / Saruhanlı / Cengiz Topel Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/manisa-yunusemre-75-yil-kiralik/daire/94966-867","1 / 18","26.000","04/09/2026","75. Yıl Mahallesinde 2+1 Eşyalı Teraslı Kiralık Daire","Kiralık Daire","2 + 1","110 m²","16 Yaşında","3. Kat","Manisa / Yunusemre / 75. Yıl Mah.","WhatsApp","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/2/0/1/3/2/7/4/8d4aa85d-2309-4b1a-8ef6-4831e03762cc.jpg","",""
"https://www.hepsiemlak.com/manisa-akhisar-kethuda-kiralik/daire/72047-1615","1 / 21","16.000","01/09/2026","Akhisar Kethüda Mh.Kiralık 3+1 Bakımlı Daire","Kiralık Daire","3 + 1","125 m²","25 Yaşında","4. Kat","Manisa / Akhisar / Kethüda Mah.","WhatsApp","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/8/7/0/2/6/6/4/1779018649-3239799-46620784.jpeg","",""
"https://www.hepsiemlak.com/manisa-yunusemre-muradiye-kiralik/daire/169916-27","1 / 24","18.000","19/08/2026","Çözüm Emlak'tan Muradiye'de Önü Açık 2+1 Karanlıksız Daire","Kiralık Daire","2 + 1","80 m²","4 Yaşında","4. Kat","Manisa / Yunusemre / Muradiye Mah.","WhatsApp","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/2/1/2/9/7/6/4/23fcd07f-7dc5-483d-b747-ddfdf16279ea.jpg","Çözüm Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/1/9/9/6/1/164ad9e8-bd01-4815-b4dd-4d6a968fbdf2.jpg"
"https://www.hepsiemlak.com/manisa-akhisar-hurriyet-kiralik/daire/163781-100","1 / 19","15.500","06/09/2026","Hürriyet Mah Site İçinde Geniş 3+1 Kiralık Daire","Kiralık Daire","3 + 1","165 m²","26 Yaşında","3. Kat","Manisa / Akhisar / Hürriyet Mah.","WhatsApp","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/8/9/5/3/5/6/4/fc566316-694d-4f67-9c51-35e50c33b624.jpg","Ayverdi Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/8/7/3/6/1/829a6d26-0698-41ff-a1eb-29d462199c2d.jpg"
"https://www.hepsiemlak.com/manisa-sehzadeler-guzelkoy-kiralik/daire/49173-218","1 / 11","15.000","04/09/2026","Manisa Şehzadeler Güzelköy Kiralık 1+1 Esyalı Daire.","Kiralık Daire","1 + 1","90 m²","25 Yaşında","3. Kat","Manisa / Şehzadeler / Güzelköy Mah.","WhatsApp","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/9/2/8/4/2/7/4/1788537816345-47248292.jpg","",""
"https://www.hepsiemlak.com/manisa-alasehir-istasyon-kiralik/daire/156372-191","1 / 21","35.000","08/09/2026","Gökay Grup 'tan Kiralık Dubleks Daire","Kiralık Daire","5 + 1","300 m²","9 Yaşında","En Üst Kat","Manisa / Alaşehir / İstasyon Mah.","WhatsApp","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/1/1/6/2/2/7/4/d010dd31-ecb7-4d43-8ce7-4cb42b122b02.jpg","",""
"https://www.hepsiemlak.com/manisa-alasehir-istasyon-kiralik/daire/167726-35","1 / 24","23.000","31/08/2026","Metin Emlak'tan İstasyon Mahallesinde 2+1 Eşyalı Kiralık Daire","Kiralık Daire","2 + 1","105 m²","26 Yaşında","2. Kat","Manisa / Alaşehir / İstasyon Mah.","WhatsApp","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/2/7/7/6/1/2171b2d3-fa8f-4d44-900a-6722cad52084.jpg","Metin Emlak & Gayrimenkul",""
"https://www.hepsiemlak.com/manisa-yunusemre-karaali-kiralik/daire/166274-33","1 / 27","50.000","26/08/2026","Manisa Yunusemre Mah Karaalide Havuzlu Sitede Kiralık 3+1 Daire","Kiralık Daire","3 + 1","135 m²","6 Yaşında","2. Kat","Manisa / Yunusemre / Karaali Mah.","WhatsApp","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/7/2/6/6/1/f690d8dd-ac33-416f-8ddc-2376c72be127.jpg","Çetin Group",""
"https://www.hepsiemlak.com/manisa-yunusemre-muradiye-kiralik/daire/162051-48","1 / 21","23.000","26/08/2026","Karaali Uyap Life 2 Kiralık 1+1 Daire","Kiralık Daire","1 + 1","65 m²","6 Yaşında","2. Kat","Manisa / Yunusemre / Muradiye Mah.","WhatsApp","","",""
"https://www.hepsiemlak.com/manisa-turgutlu-sehitler-kiralik/daire/165789-97","1 / 15","22.000","28/08/2026","Cumhuriyet Mahallesinde 3+1 Kiralık Daire","Kiralık Daire","3 + 1","135 m²","15 Yaşında","4. Kat","Manisa / Turgutlu / Şehitler Mah.","WhatsApp","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/3/6/1/7/1/7/4/1787393388-084481-47171637.jpeg","Koçoğlu Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/8/7/5/6/1/9ded28cd-6b8d-4dfb-84df-bc40c0a1eca4.jpg"
"https://www.hepsiemlak.com/manisa-akhisar-efendi-kiralik/daire/162211-291","1 / 24","18.000","04/09/2026","Efendı Mahallesı Cirit Alanı Mevkıı 2 + 1 Kıralık Daıre","Kiralık Daire","2 + 1","100 m²","1 Yaşında","1. Kat","Manisa / Akhisar / Efendi Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Aras Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/manisa-turgutlu-selvilitepe-kiralik/daire/160048-339","1 / 24","30.000","26/08/2026","Life City Geniş 2+1 Kiralık","Kiralık Daire","2 + 1","110 m²","4 Yaşında","6. Kat","Manisa / Turgutlu / Selvilitepe Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Evin Burada Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/manisa-turgutlu-selvilitepe-kiralik/daire/170685-2","1 / 23","38.000","04/09/2026","Selvilitepe Mahallesinde Kiralık 4+1","Kiralık Daire","4 + 1","165 m²","2 Yaşında","7. Kat","Manisa / Turgutlu / Selvilitepe Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Via Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/manisa-turgutlu-subasi-kiralik/daire/165699-6","1 / 35","33.000","21/08/2026","Ana Bulvar Girişinde | Önü Kapanmaz | Full Tadilatlı 3+1","Kiralık Daire","3 + 1","135 m²","6 Yaşında","2. Kat","Manisa / Turgutlu / Subaşı Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/manisa-yunusemre-uncubozkoy-kiralik/daire/150956-121","1 / 29","25.000","29/07/2026","Uncubozköy Satılık Özellikli Ara Kat","Kiralık Daire","2 + 1","100 m²","27 Yaşında","Ara Kat","Manisa / Yunusemre / Uncubozköy Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/manisa-akhisar-efendi-kiralik/daire/164685-76","1 / 20","17.500","15/08/2026","Efendi Mahallesi Kiralık Sıfır Arakat Daire","Kiralık Daire","2 + 1","100 m²","Sıfır Bina","2. Kat","Manisa / Akhisar / Efendi Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ayla Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/manisa-yunusemre-muradiye-kiralik/daire/163401-46","1 / 19","14.000","26/07/2026","Dede Emlak'tan Muradiye'de Kiralık Daire","Kiralık Daire","1 + 1","65 m²","5 Yaşında","3. Kat","Manisa / Yunusemre / Muradiye Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/manisa-sehzadeler-2-anafartalar-kiralik/daire/4479-329","1 / 29","47.000","28/08/2026","Manisa 2.Anafartalar Kiralık 5+1 Dubleks,Teraslı","Kiralık Daire","5 + 1","260 m²","16 Yaşında","Çatı Katı","Manisa / Şehzadeler / 2. Anafartalar Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Balaban Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/manisa-akhisar-resat-bey-kiralik/daire/94137-1506","1 / 20","16.000","08/09/2026","Akhisar Reşatbey Mahallesi'nde 2+1 Kiralık Daire","Kiralık Daire","2 + 1","90 m²","20 Yaşında","3. Kat","Manisa / Akhisar / Reşat Bey Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/manisa-akhisar-hurriyet-kiralik/daire/170297-19","1 / 14","27.000","01/09/2026","Manisa Akhisar Hürriyet Mah. Eşyalı Kiralık Daire","Kiralık Daire","2 + 1","80 m²","10 Yaşında","Ara Kat","Manisa / Akhisar / Hürriyet Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Osman Çelik Gayrimenkul","https://www.hepsiemlak.com/img/loadings/noImage55-55.png"
"https://www.hepsiemlak.com/manisa-salihli-eski-cami-kiralik/daire/152152-89","1 / 14","19.000","27/08/2026","Eskicami Mahallesi Kiralık 2+1 Ayrı Mutfak","Kiralık Daire","2 + 1","89 m²","11 Yaşında","1. Kat","Manisa / Salihli / Eski Cami Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/manisa-akhisar-ragip-bey-kiralik/daire/115104-389","1 / 14","14.000","05/09/2026","Akhisar Gürbüz Emlak Tan Tahirün Caddesinde 5.Kat (asansör Yok) Doğalgazlı Kiralık Daire","Kiralık Daire","3 + 0","135 m²","30 Yaşında","En Üst Kat","Manisa / Akhisar / Ragıp Bey Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/manisa-yunusemre-muradiye-kiralik/daire/169916-21","1 / 22","23.000","02/09/2026","Çözüm Emlak'tan Muradiye Site İçinde 2+1 K.Mutfak Kiralık Daire","Kiralık Daire","2 + 1","95 m²","4 Yaşında","3. Kat","Manisa / Yunusemre / Muradiye Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Çözüm Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/manisa-yunusemre-muradiye-kiralik/daire/22228-11292","1 / 34","16.000","28/08/2026","Akdeniz Emlaktan Kiralık Yunus Emre Muradiye Mah 2+1 90 M2 Son  Asansörlü Kat","Kiralık Daire","2 + 1","90 m²","12 Yaşında","En Üst Kat","Manisa / Yunusemre / Muradiye Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/manisa-yunusemre-guzelyurt-kiralik/daire/163068-876","1 / 20","27.000","07/09/2026","Evona'dan Güzelyurtda Eşyalı Özdamar Sitesinde Kiralık 1+1 Daire","Kiralık Daire","1 + 1","80 m²","6 Yaşında","Yüksek Giriş","Manisa / Yunusemre / Güzelyurt Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Coldwell Banker Evona","https://www.hepsiemlak.com/img/loadings/noImage55-55.png"
"https://www.hepsiemlak.com/manisa-salihli-keli-kiralik/daire/146867-42","1 / 21","28.000","16/08/2026","Geniş Ara Kat Doğal Gazlı Kiralık","Kiralık Daire","3 + 1","150 m²","6 Yaşında","9. Kat","Manisa / Salihli / Keli Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/manisa-akhisar-resat-bey-kiralik/daire/162211-288","1 / 16","25.000","14/08/2026","Reşatbey Mahallesinde 2+1 100 M² Kiralık Daire","Kiralık Daire","2 + 1","100 m²","1 Yaşında","1. Kat","Manisa / Akhisar / Reşat Bey Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Aras Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/manisa-sehzadeler-dilsikar-kiralik/daire/95753-2337","1 / 35","25.000","02/08/2026","Manisa Şehzadeler Dilşikar Mh.Cadde Üzeri 2+1 Asansörlü Kiralık","Kiralık Daire","2 + 1","110 m²","30 Yaşında","6. Kat","Manisa / Şehzadeler / Dilşikar Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Epa Rüzgar Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/manisa-alasehir-kurtulus-kiralik/daire/170154-4","1 / 12","25.500","28/08/2026","Kurtuluş Mahallesinde 2+1 Kapalı Mutfak","Kiralık Daire","2 + 1","110 m²","2 Yaşında","2. Kat","Manisa / Alaşehir / Kurtuluş Mah.","WhatsApp","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/7/4/8/0/2/7/4/e0d14feb-7ad5-4f07-b796-4c9fbf7fe28b.jpg","",""
"https://www.hepsiemlak.com/manisa-soma-kurtulus-kiralik/daire/0-47022499","1 / 12","19.000","29/07/2026","Antik Bahçe Civarı Sahibinden Kiralık Dubleks","Kiralık Daire","5 + 1","150 m²","15 Yaşında","Giriş Katı","Manisa / Soma / Kurtuluş Mah.","WhatsApp","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/9/4/2/2/0/7/4/YlD5jzV9ZVzN4aa5jSSLQ.jpeg","",""
"https://www.hepsiemlak.com/manisa-salihli-eski-cami-kiralik/daire/57265-114","1 / 7","16.500","08/09/2026","Eşyalı Kiralık Daire","Kiralık Daire","1 + 1","40 m²","5 Yaşında","Ara Kat","Manisa / Salihli / Eski Cami Mah.","WhatsApp","","",""
"https://www.hepsiemlak.com/manisa-yunusemre-uncubozkoy-kiralik/daire/94966-848","1 / 12","32.000","04/09/2026","Manisa Uncubozköy'de Öğrenciye Full Eşyalı 3+1 Kiralık Daire","Kiralık Daire","3 + 1","120 m²","21 Yaşında","5. Kat","Manisa / Yunusemre / Uncubozköy Mah.","WhatsApp","","",""
"https://www.hepsiemlak.com/manisa-yunusemre-muradiye-kiralik/daire/169916-13","1 / 22","14.000","15/08/2026","Çözüm Emlak'tan Muradiye'de Sıfır 1+1 Ara Kat Kiralık Daire","Kiralık Daire","1 + 1","55 m²","Sıfır Bina","3. Kat","Manisa / Yunusemre / Muradiye Mah.","WhatsApp","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/1/9/9/6/1/164ad9e8-bd01-4815-b4dd-4d6a968fbdf2.jpg","Çözüm Emlak",""
"https://www.hepsiemlak.com/manisa-akhisar-kethuda-kiralik/daire/115104-309","1 / 12","16.000","07/09/2026","Akhisar Rağıpbey Mah.Ara Kat Doğalgazlı Eşyalı Kiralık Daire.","Kiralık Daire","3 + 1","135 m²","31 Yaşında","3. Kat","Manisa / Akhisar / Kethüda Mah.","WhatsApp","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/8/7/5/1/9/2/4/0e70c7df-6102-4d50-81d3-87f113145328.jpeg","",""
"https://www.hepsiemlak.com/manisa-akhisar-cumhuriyet-kiralik/daire/0-47010618","1 / 10","20.500","10/09/2026","Sahibinden Kiralık Ring Yolu Üzeri Ara Kat 0 Daire","Kiralık Daire","2 + 1","100 m²","Sıfır Bina","3. Kat","Manisa / Akhisar / Cumhuriyet Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/manisa-akhisar-hurriyet-kiralik/daire/94137-1527","1 / 16","16.000","08/09/2026","Akhisar Hürriyet Mahallesi'nde 3+1 Kiralık Daire","Kiralık Daire","3 + 1","125 m²","30 Yaşında","2. Kat","Manisa / Akhisar / Hürriyet Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/manisa-sehzadeler-yarhasanlar-kiralik/daire/31745-23118","1 / 23","15.500","01/09/2026","Kw,Den Çarsı Merkezde Uygun Kiralik 2+1 Daire","Kiralık Daire","2 + 1","90 m²","30 Yaşında","3. Kat","Manisa / Şehzadeler / Yarhasanlar Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Kw Alesta-viya-orsa 5","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/manisa-yunusemre-guzelyurt-kiralik/daire/163068-875","1 / 21","28.000","29/08/2026","Evona'dan Güzelyurtda Eşyalı Özdamar Sitesinde Kiralık 1+1 Daire","Kiralık Daire","1 + 1","80 m²","6 Yaşında","Yüksek Giriş","Manisa / Yunusemre / Güzelyurt Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Coldwell Banker Evona","https://www.hepsiemlak.com/img/loadings/noImage55-55.png"
"https://www.hepsiemlak.com/manisa-yunusemre-cumhuriyet-kiralik/daire/168770-97","1 / 30","32.500","26/08/2026","Lofça Gayrimenkulden Cumhuriyet Mah Site İçerisinde Geniş 2+1 Açık Mutfaklı Ara Kat Daire","Kiralık Daire","2 + 1","120 m²","9 Yaşında","2. Kat","Manisa / Yunusemre / Cumhuriyet Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/manisa-turgutlu-altay-kiralik/daire/137655-359","1 / 16","23.000","09/09/2026","Altay Mahallesi Kiralık Daire","Kiralık Daire","3 + 1","145 m²","16 Yaşında","1. Kat","Manisa / Turgutlu / Altay Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/manisa-yunusemre-akgedik-kiralik/daire/95753-2318","1 / 31","24.000","05/08/2026","Manisa Karaali Villalar Bölgesi 1+1 Eşyalı Havuzlu Sitede","Kiralık Daire","1 + 1","60 m²","10 Yaşında","Yüksek Giriş","Manisa / Yunusemre / Akgedik Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Epa Rüzgar Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/manisa-yunusemre-karaali-kiralik/villa/167382-407","1 / 40","76.000","22/08/2026","Müstakil Havuz & Bahçeli Lüks, Karaali Sıfır Villa","Kiralık Villa","3 + 1","400 m²","Sıfır Bina","Bahçe Katı","Manisa / Yunusemre / Karaali Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Lidya Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/manisa-yunusemre-muradiye-kiralik/daire/22228-11359","1 / 31","17.000","03/09/2026","Akdeniz Emlak'tan Kiralık Yunus Emre Muradiye Mah 2+1 85 M Daire","Kiralık Daire","2 + 1","85 m²","14 Yaşında","Ara Kat","Manisa / Yunusemre / Muradiye Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/manisa-turgutlu-sehitler-kiralik/daire/165789-100","1 / 12","18.000","01/09/2026","Şehitler Mahallesinde Kiralık 3+1 Daire","Kiralık Daire","3 + 1","145 m²","35 Yaşında","3. Kat","Manisa / Turgutlu / Şehitler Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Koçoğlu Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/manisa-akhisar-cumhuriyet-kiralik/daire/143910-322","1 / 11","18.000","19/08/2026","3 Adam Gayrimenkulden Cumhuriyet Ring Yolunda 2+0 Kiralık Daire","Kiralık Daire","2 + 0","70 m²","Sıfır Bina","3. Kat","Manisa / Akhisar / Cumhuriyet Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","3 Adam Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/manisa-yunusemre-yeni-mahalle-kiralik/daire/161221-227","1 / 6","18.000","03/09/2026","Beyaz Kuleden Kiralık 1+0 Stüdyo Kiralık Daire.","Kiralık Daire","Stüdyo","40 m²","5 Yaşında","5. Kat","Manisa / Yunusemre / Yeni Mahalle Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Beyaz Kule Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/manisa-sehzadeler-tunca-kiralik/daire/70124-4105","1 / 14","28.000","25/08/2026","Tunca Mahallesi Kiralık 3+1 Özellikli Arakat","Kiralık Daire","3 + 1","120 m²","25 Yaşında","3. Kat","Manisa / Şehzadeler / Tunca Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/manisa-turgutlu-yedi-eylul-kiralik/daire/160048-343","1 / 10","25.000","07/09/2026","Yedieylül Mahallesi Kiralık","Kiralık Daire","2 + 1","110 m²","Sıfır Bina","2. Kat","Manisa / Turgutlu / Yedi Eylül Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Evin Burada Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/manisa-yunusemre-muradiye-kiralik/daire/163565-524","1 / 21","24.000","02/09/2026","Emir Grup'tan Muradiye'de Cadde Üzerinde Lüx 2+1 Kiralık Daire","Kiralık Daire","2 + 1","115 m²","6 Yaşında","5. Kat","Manisa / Yunusemre / Muradiye Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Emir Grup Muradiye","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/manisa-yunusemre-muradiye-kiralik/daire/164319-10","1 / 36","30.000","04/09/2026","Vendiden Villalar Bölgesinde Kiralık Eşyalı Daire","Kiralık Daire","1 + 1","60 m²","5 Yaşında","Bahçe Katı","Manisa / Yunusemre / Muradiye Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Vendi Gayrimenkul","https://www.hepsiemlak.com/img/loadings/noImage55-55.png"
"https://www.hepsiemlak.com/manisa-yunusemre-75-yil-kiralik/daire/162376-199","1 / 27","35.000","26/08/2026","75.Yıl Mahallesi Vestel Okulu Yanı 3+1 Kiralık Daire","Kiralık Daire","3 + 1","135 m²","26 Yaşında","3. Kat","Manisa / Yunusemre / 75. Yıl Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Hd Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
