Price,Area_m2,Building_Age,Floor,City,District,Neighborhood,Room,Living_Room
54000,80,10,3,İzmir,Karşıyaka,Yalı Mah.,2,1
23000,116,3,3,İzmir,Torbalı,Pancar Mah.,2,0
60000,140,0,5,İzmir,Karşıyaka,Goncalar Mah.,3,1
25000,65,6,3,İzmir,Buca,Atatürk Mah.,2,1
30000,135,30,3,İzmir,Buca,Vali Rahmi Bey Mah.,3,1
42000,130,30,2,İzmir,Çiğli,Evka - 2 Mah.,3,1
50000,185,30,2,İzmir,Çiğli,Evka - 2 Mah.,5,1
38000,115,0,3,İzmir,Karabağlar,Bahar Mah.,3,1
40000,100,30,3,İzmir,Karabağlar,Basın Sitesi Mah.,2,1
45000,80,46,1,İzmir,Karabağlar,Esenyalı Mah.,2,1
32000,80,2,5,İzmir,Buca,Şirinkapı Mah.,2,1
16000,95,25,3,İzmir,Torbalı,Cumhuriyet Mah.,2,1
23000,125,15,2,İzmir,Ödemiş,Atatürk Mah.,2,1
21000,80,21,5,İzmir,Buca,İzkent Mah.,2,1
27000,100,40,2,İzmir,Bornova,Kazımdirik Mah.,3,1
25000,110,30,4,İzmir,Bornova,Kazımdirik Mah.,3,1
47500,85,31,1,İzmir,Karşıyaka,Aksoy Mah.,2,1
50000,120,37,2,İzmir,Bornova,Kazımdirik Mah.,3,1
150000,265,31,6,İzmir,Konak,Kültür Mah.,4,1
25000,85,3,5,İzmir,Kemalpaşa,Armutlu Hürriyet Mah.,2,1
250000,350,2,2,İzmir,Çiğli,Sasallı Merkez Mah.,5,1
52000,130,16,3,İzmir,Çiğli,Yeni Mahalle Mah.,3,1
37500,75,1,0,İzmir,Kemalpaşa,Ulucak Mustafa Kemal Atatürk Mah.,2,1
40000,95,6,2,İzmir,Balçova,Onur Mah.,2,1
23000,120,45,0,İzmir,Konak,Atilla Mah.,2,1
32000,125,11,5,İzmir,Karşıyaka,Fikri Altay Mah.,3,1
55000,150,6,2,İzmir,Seferihisar,Düzce Mah.,3,1
64000,96,0,2,İzmir,Konak,Umurbey Mah.,2,1
16000,110,31,1,İzmir,Karşıyaka,Latife Hanım Mah.,3,1
32000,100,40,4,İzmir,Karabağlar,Üçkuyular Mah.,2,1
41000,130,5,3,İzmir,Karşıyaka,Zübeyde Hanım Mah.,3,1
20000,45,2,3,İzmir,Menemen,İnönü Mah.,1,1
23500,125,21,2,İzmir,Bayraklı,Muhittin Erener Mah.,3,1
27000,120,26,2,İzmir,Buca,Adatepe Mah.,3,1
40000,95,10,2,İzmir,Konak,Atilla Mah.,2,1
130000,260,16,2,İzmir,Seferihisar,Ulamış Mah.,3,1
30000,90,4,1,İzmir,Karabağlar,Refet Bele Mah.,2,1
28000,50,11,7,İzmir,Karşıyaka,İnönü Mah.,1,1
110000,250,20,8,İzmir,Bornova,Erzene Mah.,4,1
33000,95,10,1,İzmir,Bornova,Ergene Mah.,1,1
45000,85,3,2,İzmir,Seferihisar,Kavakdere Mah.,2,1
34000,62,12,2,İzmir,Bornova,Mevlana Mah.,1,1
38000,90,26,2,İzmir,Gaziemir,Yeşil Mah.,2,1
27500,85,5,0,İzmir,Çiğli,Şirintepe Mah.,2,1
78000,134,20,9,İzmir,Karşıyaka,Yalı Mah.,3,1
33000,85,30,1,İzmir,Karabağlar,Üçkuyular Mah.,2,1
27000,90,35,5,İzmir,Bornova,Kazımdirik Mah.,2,1
26000,50,3,1,İzmir,Seferihisar,Hıdırlık Mah.,1,1
49000,80,6,1,İzmir,Karşıyaka,Bostanlı Mah.,2,1
20500,55,2,4,İzmir,Seferihisar,Camikebir Mah.,1,1
30000,120,26,4,İzmir,Karabağlar,Bahçelievler Mah.,3,1
26000,138,37,3,İzmir,Karabağlar,Bahçelievler Mah.,3,1
18000,65,5,0,İzmir,Bayraklı,Çiçek Mah.,1,1
55000,80,4,3,İzmir,Karşıyaka,Aksoy Mah.,2,1
25000,75,8,2,İzmir,Buca,Hürriyet Mah.,2,1
22000,135,21,2,İzmir,Bergama,Zafer Mah.,3,1
20000,52,5,2,İzmir,Buca,Kozağaç Mah.,1,1
50000,120,31,3,İzmir,Karşıyaka,Bostanlı Mah.,3,1
36000,110,26,0,İzmir,Bornova,Erzene Mah.,3,1
35000,130,31,2,İzmir,Konak,Kılıç Reis Mah.,3,1
37000,125,28,3,İzmir,Çiğli,Ataşehir Mah.,3,1
30000,50,1,2,İzmir,Çeşme,Ovacık Mah.,1,1
32000,115,40,2,İzmir,Konak,Çankaya Mah.,3,1
25000,100,31,5,İzmir,Karşıyaka,Bahçelievler Mah.,2,1
30000,100,31,4,İzmir,Buca,Vali Rahmi Bey Mah.,2,1
35000,62,5,2,İzmir,Karşıyaka,Bahçelievler Mah.,2,1
40000,90,2,1,İzmir,Karşıyaka,Dedebaşı Mah.,2,1
37000,150,5,2,İzmir,Seferihisar,Kavakdere Mah.,3,1
40000,115,0,2,İzmir,Karabağlar,Bahar Mah.,3,1
28000,75,33,3,İzmir,Karşıyaka,Bahariye Mah.,2,1
35000,125,26,3,İzmir,Balçova,Onur Mah.,3,1
29000,110,31,1,İzmir,Bornova,Kazımdirik Mah.,3,1
33000,85,31,5,İzmir,Karşıyaka,Aksoy Mah.,2,1
30000,82,42,2,İzmir,Karabağlar,Esenyalı Mah.,3,1
25000,85,6,2,İzmir,Buca,Kozağaç Mah.,2,1
37000,157,29,5,İzmir,Karşıyaka,Şemikler Mah.,3,1
45000,95,26,2,İzmir,Dikili,Cumhuriyet Mah.,2,1
30000,90,4,2,İzmir,Çiğli,Ataşehir Mah.,2,1
32000,90,35,3,İzmir,Karşıyaka,Bahariye Mah.,2,1
35000,130,30,5,İzmir,Karabağlar,Üçkuyular Mah.,3,1
30000,110,40,4,İzmir,Karabağlar,Esenyalı Mah.,3,1
72000,140,31,6,İzmir,Konak,Kültür Mah.,3,1
23000,50,6,2,İzmir,Buca,Atatürk Mah.,1,1
35000,63,0,3,İzmir,Çiğli,Ataşehir Mah.,1,1
35000,120,31,4,İzmir,Karşıyaka,Bostanlı Mah.,3,1
35000,90,8,1,İzmir,Bornova,Kazımdirik Mah.,2,1
37000,95,6,1,İzmir,Karşıyaka,Şemikler Mah.,2,1
20000,90,21,4,İzmir,Menemen,Kasımpaşa Mah.,2,1
20000,180,6,2,İzmir,Bergama,Okçular Mah.,3,1
26000,70,4,1,İzmir,Buca,Yaylacık Mah.,2,1
34000,110,5,1,İzmir,Karabağlar,Vatan Mah.,3,1
50000,120,6,0,İzmir,Seferihisar,Sığacık Mah.,3,1
30000,120,21,2,İzmir,Karabağlar,Bozyaka Mah.,3,1
40000,300,3,2,İzmir,Urla,İçmeler Mah.,2,1
20000,95,25,0,İzmir,Bayraklı,Tepekule Mah.,2,1
27000,86,39,5,İzmir,Karşıyaka,Bahçelievler Mah.,3,1
29000,120,31,0,İzmir,Konak,Mithatpaşa Mah.,3,1
30000,95,30,4,İzmir,Balçova,Korutürk Mah.,2,1
28000,65,37,2,İzmir,Konak,Alsancak Mah.,2,1
23250,45,2,2,İzmir,Çiğli,Balatçık Mah.,1,1
80000,280,11,2,İzmir,Menemen,Yahşelli Mah.,5,1
25000,100,21,1,İzmir,Bornova,İnönü Mah.,2,1
25000,90,5,2,İzmir,Karabağlar,Bozyaka Mah.,2,1
25000,90,25,0,İzmir,Karabağlar,Bahçelievler Mah.,3,0
25000,150,15,2,İzmir,Torbalı,Torbalı Mah.,3,1
24000,70,12,1,İzmir,Buca,Adatepe Mah.,2,1
70000,185,31,4,İzmir,Konak,Kültür Mah.,3,1
25000,95,32,1,İzmir,Karşıyaka,Donanmacı Mah.,2,1
25000,130,30,1,İzmir,Selçuk,Cumhuriyet Mah.,2,1
30000,125,4,3,İzmir,Karabağlar,Ali Fuat Erden Mah.,2,1
18000,95,21,2,İzmir,Buca,Atatürk Mah.,2,1
22500,110,2,2,İzmir,Torbalı,Atatürk Mah.,2,1
18500,60,5,0,İzmir,Buca,Kuruçeşme Mah.,1,1
35000,130,16,2,İzmir,Seferihisar,Camikebir Mah.,3,1
21000,70,6,2,İzmir,Buca,Kuruçeşme Mah.,1,1
20000,110,3,2,İzmir,Seferihisar,Orhanlı Mah.,2,1
35000,95,35,5,İzmir,Bornova,Kazımdirik Mah.,2,1
28000,100,4,1,İzmir,Buca,İnönü Mah.,2,1
29000,120,5,2,İzmir,Seferihisar,Hıdırlık Mah.,3,1
25000,155,21,0,İzmir,Buca,Atatürk Mah.,3,1
25000,104,3,3,İzmir,Menemen,Zeytinlik Mah.,2,1
30000,100,31,3,İzmir,Karabağlar,Basın Sitesi Mah.,3,1
21000,90,35,2,İzmir,Karabağlar,Bozyaka Mah.,2,1
28000,65,0,0,İzmir,Seferihisar,Sığacık Mah.,1,1
15500,120,2,1,İzmir,Menemen,Kesik Mah.,3,1
32000,110,8,1,İzmir,Çiğli,Maltepe Mah.,3,1
25000,92,0,2,İzmir,Seferihisar,Camikebir Mah.,2,1
25000,95,31,0,İzmir,Karabağlar,Basın Sitesi Mah.,2,1
14500,50,5,0,İzmir,Menemen,Gazi Mustafa Kemal Mah.,1,10
23000,75,6,3,İzmir,Seferihisar,Turabiye Mah.,2,1
20000,60,6,2,İzmir,Seferihisar,Çolak İbrahim Bey Mah.,1,1
55000,120,0,2,İzmir,Bayraklı,Mansuroğlu Mah.,2,1
47000,86,2,6,İzmir,Bayraklı,Mansuroğlu Mah.,2,1
46000,120,31,2,İzmir,Konak,Göztepe Mah.,3,1
30000,94,25,5,İzmir,Buca,Çamlıkule Mah.,2,1
22000,60,6,1,İzmir,Buca,Yıldız Mah.,1,1
60000,148,0,8,İzmir,Bayraklı,Osmangazi Mah.,3,1
40000,145,8,5,İzmir,Menemen,Ulus Mah.,3,1
27000,40,0,0,İzmir,Buca,Atatürk Mah.,1,1
17000,50,3,2,İzmir,Menemen,Gazi Mustafa Kemal Mah.,1,1
36000,95,30,3,İzmir,Bornova,Ergene Mah.,3,1
38000,60,2,5,İzmir,Bornova,Kazımdirik Mah.,1,1
38500,135,36,2,İzmir,Konak,Piri Reis Mah.,3,1
26500,135,11,2,İzmir,Tire,Fatih Mah.,3,1
25000,42,0,2,İzmir,Seferihisar,Çolak İbrahim Bey Mah.,1,1
40000,130,6,2,İzmir,Karşıyaka,Şemikler Mah.,3,1
16000,85,16,2,İzmir,Torbalı,Bahçelievler Mah.,1,1
30500,110,32,1,İzmir,Bornova,Kazımdirik Mah.,3,1
64000,96,0,2,İzmir,Konak,Umurbey Mah.,2,1
38000,120,26,2,İzmir,Karşıyaka,Bahçelievler Mah.,3,1
130000,150,2,0,İzmir,Güzelbahçe,Kahramandere Mah.,4,1
29000,60,2,4,İzmir,Karşıyaka,Demirköprü Mah.,1,1
32000,130,26,2,İzmir,Çiğli,Ataşehir Mah.,3,1
27000,43,3,1,İzmir,Çiğli,Maltepe Mah.,1,1
36000,85,0,1,İzmir,Çiğli,Esentepe Mah.,2,1
60000,82,6,5,İzmir,Bornova,Kazımdirik Mah.,2,1
50000,130,22,1,İzmir,Balçova,Çetin Emeç Mah.,3,1
180000,420,7,2,İzmir,Güzelbahçe,Kahramandere Mah.,6,1
19000,55,6,1,İzmir,Menemen,İnönü Mah.,1,1
58000,108,7,2,İzmir,Bornova,Erzene Mah.,2,1
25000,84,30,2,İzmir,Buca,İzkent Mah.,2,1
20000,90,18,1,İzmir,Karşıyaka,Örnekköy Mah.,1,1
30000,75,6,0,İzmir,Seferihisar,Hıdırlık Mah.,2,1
25000,120,2,2,İzmir,Ödemiş,Mimar Sinan Mah.,2,1
35000,130,20,1,İzmir,Bayraklı,Soğukkuyu Mah.,3,1
45000,145,30,6,İzmir,Bayraklı,Manavkuyu Mah.,3,1
40000,100,35,2,İzmir,Karabağlar,Fahrettin Altay Mah.,2,1
36000,70,31,5,İzmir,Karşıyaka,Mavişehir Mah.,1,1
27000,95,31,2,İzmir,Karşıyaka,Tersane Mah.,3,1
36000,135,20,5,İzmir,Bornova,Erzene Mah.,3,1
42000,120,31,2,İzmir,Konak,Güzelyalı Mah.,2,1
32500,85,8,1,İzmir,Konak,Altıntaş Mah.,2,1
36500,85,2,19,İzmir,Bornova,Koşukavak Mah.,2,1
18000,120,23,6,İzmir,Ödemiş,Süleyman Demirel Mah.,3,1
23000,55,6,1,İzmir,Menemen,İnönü Mah.,1,1
42000,150,5,3,İzmir,Buca,Kozağaç Mah.,3,1
23000,40,6,1,İzmir,Bornova,Kazımdirik Mah.,1,0
47500,210,31,7,İzmir,Karşıyaka,Bahariye Mah.,6,1
34000,130,3,5,İzmir,Bornova,Kemalpaşa Mah.,3,1
45000,100,10,5,İzmir,Karşıyaka,İmbatlı Mah.,2,1
27000,43,3,1,İzmir,Çiğli,Maltepe Mah.,1,1
179000,220,2,0,İzmir,Güzelbahçe,Kahramandere Mah.,5,2
90000,60,16,0,İzmir,Karaburun,Mordoğan Mah.,1,1
40000,160,11,3,İzmir,Menderes,Gümüldür Fevzi Çakmak Mah.,3,1
55000,120,31,5,İzmir,Karşıyaka,Aksoy Mah.,3,1
40000,110,26,5,İzmir,Balçova,Teleferik Mah.,3,1
27000,60,31,2,İzmir,Konak,Mimar Sinan Mah.,1,1
45000,75,0,1,İzmir,Konak,Mehmet Ali Akman Mah.,2,1
42000,128,6,3,İzmir,Karşıyaka,Şemikler Mah.,3,1
27500,85,11,0,İzmir,Karşıyaka,Zübeyde Hanım Mah.,2,1
26000,110,31,7,İzmir,Çiğli,Çağdaş Mah.,3,1
50000,120,40,7,İzmir,Konak,Barbaros Mah.,2,1
20000,90,25,2,İzmir,Çiğli,İzkent Mah.,2,1
30000,110,30,1,İzmir,Bornova,Erzene Mah.,3,1
37000,85,5,3,İzmir,Bornova,Ergene Mah.,2,1
21000,50,0,1,İzmir,Menemen,Gazi Mustafa Kemal Mah.,1,1
35000,52,6,2,İzmir,Bornova,Kazımdirik Mah.,1,1
35000,105,16,5,İzmir,Buca,Yıldız Mah.,2,1
53000,75,29,6,İzmir,Konak,Alsancak Mah.,2,1
55000,140,30,1,İzmir,Balçova,Korutürk Mah.,3,1
60000,116,6,9,İzmir,Karşıyaka,Örnekköy Mah.,2,1
35000,110,40,2,İzmir,Karabağlar,Fahrettin Altay Mah.,3,1
25000,85,28,3,İzmir,Konak,Kahramanlar Mah.,2,1
20000,110,30,5,İzmir,Bayraklı,Osmangazi Mah.,2,1
33000,130,6,3,İzmir,Menderes,Gümüldür Fevzi Çakmak Mah.,3,1
43000,150,16,0,İzmir,Çeşme,Musalla Mah.,3,1
38000,120,35,2,İzmir,Bornova,Evka 3 Mah.,3,1
18000,130,25,1,İzmir,Bayraklı,Yamanlar Mah.,3,1
25000,60,25,1,İzmir,Bornova,Evka 3 Mah.,1,1
30000,75,13,2,İzmir,Karşıyaka,Goncalar Mah.,2,1
17000,65,0,1,İzmir,Menemen,85. Yıl Cumhuriyet Mah.,1,1
65000,130,21,2,İzmir,Seferihisar,Sığacık Mah.,3,1
35500,170,28,0,İzmir,Karşıyaka,Yalı Mah.,3,1
30000,120,16,2,İzmir,Bornova,Karacaoğlan Mah.,3,1
33000,120,45,3,İzmir,Karşıyaka,Alaybey Mah.,3,1
30000,105,31,2,İzmir,Karşıyaka,Tersane Mah.,3,1
70000,200,0,0,İzmir,Konak,Mersinli Mah.,3,1
60000,250,21,1,İzmir,Gaziemir,Dokuz Eylül Mah.,4,1
30000,130,11,1,İzmir,Karabağlar,Gülyaka Mah.,3,1
20000,85,25,1,İzmir,Buca,Adatepe Mah.,2,1
25000,115,25,3,İzmir,Karabağlar,Gülyaka Mah.,3,1
24000,85,26,5,İzmir,Karşıyaka,Donanmacı Mah.,2,1
20000,125,39,5,İzmir,Bayraklı,Mansuroğlu Mah.,1,1
25000,105,26,4,İzmir,Karabağlar,Doğanay Mah.,2,1
28000,160,16,1,İzmir,Seferihisar,Turabiye Mah.,3,1
26000,100,21,1,İzmir,Bayraklı,Adalet Mah.,2,1
60000,200,4,2,İzmir,Menemen,Göktepe Mah.,3,1
45000,103,0,2,İzmir,Foça,Hacıveli Mah.,2,1
28000,130,31,4,İzmir,Buca,Vali Rahmi Bey Mah.,3,1
22000,60,6,0,İzmir,Torbalı,Yedi Eylül Mah.,1,1
30000,90,31,1,İzmir,Gaziemir,Gazikent Mah.,2,1
9000,20,6,2,İzmir,Buca,Adatepe Mah.,1,0
69000,2000,21,2,İzmir,Seferihisar,Tepecik Mah.,3,1
34000,50,6,6,İzmir,Karşıyaka,Yalı Mah.,1,1
17000,200,15,0,İzmir,Kemalpaşa,Atatürk Mah.,3,1
30000,110,30,3,İzmir,Bayraklı,Manavkuyu Mah.,3,1
60000,140,26,6,İzmir,Bornova,Erzene Mah.,3,1
40000,150,6,2,İzmir,Menderes,Çukuraltı Mah.,3,1
85000,150,28,6,İzmir,Konak,Çankaya Mah.,3,1
17000,45,0,3,İzmir,Menemen,Gazi Mustafa Kemal Mah.,1,1
46000,98,31,1,İzmir,Konak,Göztepe Mah.,1,1
20000,85,44,1,İzmir,Karşıyaka,Tuna Mah.,2,1
19000,110,6,1,İzmir,Torbalı,Yazıbaşı Mah.,2,1
30000,100,31,5,İzmir,Karşıyaka,Tuna Mah.,2,1
35000,125,25,3,İzmir,Çiğli,Ataşehir Mah.,3,1
25000,110,16,3,İzmir,Buca,Çamlıkule Mah.,2,1
60000,125,26,1,İzmir,Balçova,Onur Mah.,3,1
24000,115,16,4,İzmir,Bayraklı,Adalet Mah.,3,1
25000,110,26,2,İzmir,Buca,Barış Mah.,3,1
40000,145,31,0,İzmir,Çiğli,Aydınlıkevler Mah.,4,1
45000,90,5,1,İzmir,Konak,Güzelyalı Mah.,2,1
45000,135,3,4,İzmir,Seferihisar,Camikebir Mah.,3,1
35000,120,30,4,İzmir,Bornova,Erzene Mah.,3,1
35000,90,35,8,İzmir,Karabağlar,Üçkuyular Mah.,3,1
18500,55,9,0,İzmir,Buca,Atatürk Mah.,1,1
30000,110,35,1,İzmir,Menemen,Kasımpaşa Mah.,3,1
38000,130,31,3,İzmir,Karşıyaka,Bostanlı Mah.,3,1
80000,175,11,3,İzmir,Bornova,Rafet Paşa Mah.,3,1
43500,125,26,3,İzmir,Balçova,Fevzi Çakmak Mah.,3,1
35000,145,26,0,İzmir,Karabağlar,Adnan Süvari Mah.,3,1
40000,60,32,2,İzmir,Bornova,Kazımdirik Mah.,2,1
20000,40,6,1,İzmir,Buca,Kozağaç Mah.,1,1
33000,100,3,4,İzmir,Seferihisar,Çolak İbrahim Bey Mah.,2,1
18000,100,30,1,İzmir,Karşıyaka,Latife Hanım Mah.,2,0
22000,75,17,5,İzmir,Konak,Kemal Reis Mah.,2,1
40000,140,30,4,İzmir,Karabağlar,Üçkuyular Mah.,3,1
23000,40,10,7,İzmir,Buca,Laleli Mah.,1,1
19500,50,2,2,İzmir,Menemen,Gazi Mustafa Kemal Mah.,1,1
21000,55,3,0,İzmir,Buca,Şirinkapı Mah.,1,1
28000,120,31,2,İzmir,Çiğli,Aydınlıkevler Mah.,3,1
36500,140,36,6,İzmir,Bornova,Kazımdirik Mah.,3,1
45000,74,1,0,İzmir,Bornova,Kazımdirik Mah.,1,1
20000,55,4,0,İzmir,Buca,Atatürk Mah.,1,1
35000,110,30,4,İzmir,Konak,Mimar Sinan Mah.,2,1
30000,70,16,3,İzmir,Buca,Adatepe Mah.,2,1
18000,50,2,1,İzmir,Seferihisar,Çolak İbrahim Bey Mah.,1,1
27000,85,28,3,İzmir,Konak,Kılıç Reis Mah.,3,0
30000,155,20,3,İzmir,Bornova,Mevlana Mah.,3,1
23000,60,21,2,İzmir,Dikili,Çandarlı Mah.,1,1
30000,56,6,1,İzmir,Karşıyaka,Goncalar Mah.,2,1
25000,120,26,4,İzmir,Çiğli,Egekent Mah.,3,1
35000,108,26,4,İzmir,Karabağlar,Basın Sitesi Mah.,2,1
35000,94,5,3,İzmir,Buca,İnkılap Mah.,2,1
65000,115,1,5,İzmir,Karşıyaka,Aksoy Mah.,3,1
110000,220,11,2,İzmir,Güzelbahçe,Çamlı Mah.,4,1
21500,85,7,2,İzmir,Menemen,Gazi Mustafa Kemal Mah.,2,1
38000,130,25,5,İzmir,Karşıyaka,Bahriye Üçok Mah.,3,1
55000,75,6,3,İzmir,Bornova,Kazımdirik Mah.,2,1
30000,100,31,1,İzmir,Konak,Kılıç Reis Mah.,2,1
32000,135,24,1,İzmir,Buca,Barış Mah.,3,1
40000,120,26,2,İzmir,Karşıyaka,Bahçelievler Mah.,3,1
28000,42,16,2,İzmir,Karşıyaka,Dedebaşı Mah.,1,1
87500,200,11,2,İzmir,Güzelbahçe,Kahramandere Mah.,3,1
34000,90,3,3,İzmir,Çiğli,Esentepe Mah.,2,1
33000,70,2,1,İzmir,Menderes,Cüneytbey Mah.,2,1
37500,137,31,1,İzmir,Bayraklı,Mansuroğlu Mah.,3,1
27000,52,0,4,İzmir,Çiğli,Şirintepe Mah.,1,1
40500,90,6,4,İzmir,Karşıyaka,İmbatlı Mah.,2,1
26500,60,6,3,İzmir,Buca,Atatürk Mah.,1,1
25000,78,1,4,İzmir,Menemen,29 Ekim Mah.,2,1
28000,95,21,5,İzmir,Çiğli,Evka-5 Mah.,2,1
38000,135,21,2,İzmir,Karşıyaka,Dedebaşı Mah.,3,1
50000,180,21,2,İzmir,Bayraklı,Tepekule Mah.,3,1
32000,100,0,2,İzmir,Çiğli,Şirintepe Mah.,3,1
34000,140,9,3,İzmir,Selçuk,İsa Bey Mah.,3,1
30000,105,3,0,İzmir,Bayraklı,R. Şevket İnce Mah.,2,1
33000,130,13,3,İzmir,Menemen,Mermerli Mah.,3,1
30000,95,0,3,İzmir,Karşıyaka,Örnekköy Mah.,2,1
20000,64,0,1,İzmir,Buca,Mustafa Kemal Mah.,1,1
35000,130,21,5,İzmir,Bayraklı,Osmangazi Mah.,3,1
58000,150,11,1,İzmir,Çiğli,Ataşehir Mah.,3,1
50000,140,0,20,İzmir,Bornova,Yeşilova Mah.,3,1
45000,140,6,3,İzmir,Seferihisar,Camikebir Mah.,3,1
45000,130,25,1,İzmir,Karşıyaka,Aksoy Mah.,3,1
26000,70,6,2,İzmir,Buca,Adatepe Mah.,2,1
52000,130,26,6,İzmir,Karabağlar,Arap Hasan Mah.,3,1
37000,75,0,2,İzmir,Konak,Kahramanlar Mah.,2,1
27000,45,4,6,İzmir,Çiğli,Balatçık Mah.,1,1
18000,40,11,4,İzmir,Buca,Yıldız Mah.,1,0
50000,86,21,3,İzmir,Urla,Yelaltı Mah.,2,1
27000,60,12,2,İzmir,Dikili,İsmetpaşa Mah.,1,1
42000,165,16,1,İzmir,Buca,Kozağaç Mah.,3,1
45000,60,1,13,İzmir,Konak,Ege Mah.,1,1
35000,150,0,4,İzmir,Menderes,Kemalpaşa Mah.,3,1
57500,54,2,2,İzmir,Konak,Halkapınar Mah.,1,1
28000,85,6,5,İzmir,Karabağlar,Aydın Mah.,2,1
28500,120,30,3,İzmir,Konak,Güneşli Mah.,3,1
45000,70,26,5,İzmir,Karabağlar,Fahrettin Altay Mah.,1,1
21500,85,3,3,İzmir,Ödemiş,Umurbey Mah.,2,1
30000,47,0,2,İzmir,Buca,Güven Mah.,1,1
25500,55,0,2,İzmir,Menemen,İstiklal Mah.,1,1
75000,155,21,9,İzmir,Karşıyaka,Mavişehir Mah.,3,1
42000,130,11,5,İzmir,Karşıyaka,Nergiz Mah.,3,1
24000,85,21,5,İzmir,Menderes,Hürriyet Mah.,2,1
20000,95,25,2,İzmir,Konak,Ferahlı Mah.,2,1
29500,85,38,0,İzmir,Konak,Kılıç Reis Mah.,2,1
39000,140,25,2,İzmir,Bornova,Erzene Mah.,3,1
47000,156,16,1,İzmir,Narlıdere,2. İnönü Mah.,3,1
26000,150,30,2,İzmir,Tire,Hürriyet Mah.,4,1
20500,85,5,1,İzmir,Menemen,Gazi Mustafa Kemal Mah.,2,1
65000,160,30,0,İzmir,Karşıyaka,Bostanlı Mah.,3,1
39000,110,26,6,İzmir,Karşıyaka,Bahriye Üçok Mah.,3,1
21000,140,3,2,İzmir,Selçuk,14 Mayıs Mah.,3,1
43000,150,6,0,İzmir,Seferihisar,Camikebir Mah.,3,1
23500,89,4,3,İzmir,Çiğli,Şirintepe Mah.,2,1
40000,135,35,4,İzmir,Karabağlar,Bahçelievler Mah.,3,1
18000,60,0,3,İzmir,Menemen,Gazi Mustafa Kemal Mah.,1,1
40000,140,45,4,İzmir,Karabağlar,Basın Sitesi Mah.,3,1
45000,150,5,2,İzmir,Çeşme,Şifne Mah.,4,1
45000,195,31,3,İzmir,Narlıdere,Narlı Mah.,3,1
28000,105,24,1,İzmir,Menemen,30 Ağustos Mah.,2,1
26500,140,5,1,İzmir,Torbalı,Torbalı Mah.,3,1
100000,248,15,2,İzmir,Urla,Şirinkent Mah.,4,1
17000,80,11,3,İzmir,Torbalı,İnönü Mah.,2,1
45000,145,3,3,İzmir,Seferihisar,Camikebir Mah.,3,1
45500,87,31,7,İzmir,Konak,Alsancak Mah.,2,1
35000,135,15,1,İzmir,Bayraklı,Osmangazi Mah.,3,1
29000,52,2,3,İzmir,Buca,Adatepe Mah.,1,1
25000,100,0,4,İzmir,Torbalı,Yedi Eylül Mah.,2,1
33000,55,0,4,İzmir,Bornova,Erzene Mah.,1,1
40000,120,31,1,İzmir,Karşıyaka,Bostanlı Mah.,3,1
22000,90,8,6,İzmir,Menemen,Cumhuriyet Mah.,2,1
90000,115,16,1,İzmir,Güzelbahçe,Maltepe Mah.,2,1
42000,92,6,6,İzmir,Konak,Barbaros Mah.,2,1
37000,95,0,5,İzmir,Çiğli,Uğur Mumcu Mah.,2,1
42500,340,8,2,İzmir,Torbalı,Fevzi Çakmak Mah.,4,1
45000,135,21,7,İzmir,Balçova,Teleferik Mah.,3,1
26000,95,12,4,İzmir,Menemen,Kasımpaşa Mah.,2,1
38000,110,5,2,İzmir,Bornova,Ergene Mah.,2,1
50000,135,6,2,İzmir,Gaziemir,Gazi Mah.,3,1
30000,100,26,4,İzmir,Konak,Çankaya Mah.,2,1
22000000,150,15,2,İzmir,Foça,Fatih Mah.,4,1
26000,125,24,5,İzmir,Buca,Barış Mah.,3,1
35000,100,8,0,İzmir,Seferihisar,Çolak İbrahim Bey Mah.,3,0
550000,620,0,2,İzmir,Çeşme,İsmet İnönü Mah.,7,1
250000,850,20,2,İzmir,Çeşme,Çakabey Mah.,4,1
30000,130,4,4,İzmir,Menemen,Zeytinlik Mah.,3,1
45000,200,6,0,İzmir,Seferihisar,Atatürk Mah.,4,1
33000,130,33,2,İzmir,Balçova,Eğitim Mah.,3,1
60000,80,15,0,İzmir,Menderes,Gümüldür İnönü Mah.,2,1
42000,65,6,1,İzmir,Çeşme,İsmet İnönü Mah.,1,1
36000,65,26,6,İzmir,Konak,Mimar Sinan Mah.,1,1
18000,70,4,1,İzmir,Buca,Atatürk Mah.,1,1
21000,68,32,3,İzmir,Çiğli,Evka - 2 Mah.,1,1
40000,105,18,2,İzmir,Balçova,Çetin Emeç Mah.,2,1
20000,140,25,5,İzmir,Ödemiş,Anafartalar Mah.,3,1
100000,240,20,3,İzmir,Bornova,Erzene Mah.,4,1
35000,66,4,0,İzmir,Dikili,İsmetpaşa Mah.,2,1
33000,130,35,3,İzmir,Konak,Alsancak Mah.,3,1
33000,80,5,0,İzmir,Karşıyaka,Fikri Altay Mah.,2,1
35000,120,31,4,İzmir,Bornova,Evka 3 Mah.,3,1
33000,100,3,1,İzmir,Karabağlar,Muammer Akar Mah.,2,1
24000,85,25,6,İzmir,Karabağlar,Doğanay Mah.,2,1
80000,170,48,7,İzmir,Konak,Güzelyalı Mah.,3,0
320000,140,5,2,İzmir,Çeşme,Reisdere Mah.,3,1
30000,70,3,1,İzmir,Bornova,Erzene Mah.,1,1
