Price,Area_m2,Building_Age,Floor,City,District,Neighborhood,Room,Living_Room
43500,63,0,3,İzmir,Çiğli,Ataşehir Mah.,1,1
35000,136,31,4,İzmir,Karşıyaka,Bahriye Üçok Mah.,3,1
30000,115,11,4,İzmir,Karabağlar,Bahar Mah.,3,1
36500,138,6,4,İzmir,Karabağlar,Kazım Karabekir Mah.,3,1
30000,120,31,3,İzmir,Karabağlar,Arap Hasan Mah.,3,1
33000,120,26,1,İzmir,Bornova,Atatürk Mah.,3,1
24500,55,5,1,İzmir,Çiğli,Balatçık Mah.,1,1
18000,90,5,1,İzmir,Karabağlar,Refet Bele Mah.,1,1
35000,75,5,1,İzmir,Karşıyaka,Bahriye Üçok Mah.,2,1
72000,145,3,2,İzmir,Menemen,Villakent Mah.,3,1
87000,160,0,7,İzmir,Konak,Umurbey Mah.,3,1
27000,130,30,5,İzmir,Selçuk,Atatürk Mah.,3,1
80000,200,26,12,İzmir,Karşıyaka,Mavişehir Mah.,4,1
145000,240,5,2,İzmir,Urla,Rüstem Mah.,3,1
34000,90,5,4,İzmir,Karşıyaka,Şemikler Mah.,2,1
38000,145,30,5,İzmir,Karşıyaka,Aksoy Mah.,3,1
50000,145,17,3,İzmir,Çiğli,Ataşehir Mah.,3,1
40000,146,11,1,İzmir,Balçova,Eğitim Mah.,3,1
35000,120,35,7,İzmir,Bornova,Kazımdirik Mah.,3,1
29000,90,6,2,İzmir,Karabağlar,Bozyaka Mah.,2,1
80000,134,19,10,İzmir,Karşıyaka,Yalı Mah.,3,1
24500,75,6,2,İzmir,Menemen,Gazi Mustafa Kemal Mah.,2,1
60000,75,6,5,İzmir,Bornova,Kazımdirik Mah.,2,1
29000,50,0,3,İzmir,Çiğli,Şirintepe Mah.,1,1
22000,75,5,4,İzmir,Karabağlar,Bahçelievler Mah.,2,1
30000,85,6,2,İzmir,Karaburun,Mordoğan Mah.,2,1
26000,78,1,3,İzmir,Dikili,Salimbey Mah.,2,1
32500,120,6,2,İzmir,Seferihisar,Çolak İbrahim Bey Mah.,3,1
22000,60,6,4,İzmir,Buca,Kuruçeşme Mah.,1,1
22000,60,5,0,İzmir,Selçuk,14 Mayıs Mah.,1,1
8000,60,30,1,İzmir,Konak,İsmet Paşa Mah.,2,1
25000,110,31,4,İzmir,Bayraklı,Bayraklı Mah.,3,1
37000,165,35,4,İzmir,Karşıyaka,Alaybey Mah.,4,2
30000,135,21,3,İzmir,Bornova,Atatürk Mah.,3,1
34000,140,5,4,İzmir,Torbalı,İnönü Mah.,3,1
18000,90,5,1,İzmir,Torbalı,Fevzi Çakmak Mah.,2,1
23000,60,3,3,İzmir,Seferihisar,Camikebir Mah.,1,1
25000,100,31,1,İzmir,Karabağlar,Kazım Karabekir Mah.,2,1
32000,105,32,3,İzmir,Karşıyaka,Tersane Mah.,3,1
30000,130,15,4,İzmir,Çiğli,Küçük Çiğli Mah.,3,1
29000,100,14,3,İzmir,Çiğli,Balatçık Mah.,2,1
20000,100,16,1,İzmir,Buca,Çamlıpınar Mah.,2,1
75000,210,18,4,İzmir,Karabağlar,Muammer Akar Mah.,4,1
44000,130,26,3,İzmir,Karabağlar,Arap Hasan Mah.,3,1
30000,130,11,1,İzmir,Çiğli,Yeni Mahalle Mah.,3,1
25000,55,11,3,İzmir,Karabağlar,Gülyaka Mah.,1,1
25000,90,33,3,İzmir,Konak,Piri Reis Mah.,2,1
35000,140,5,5,İzmir,Karabağlar,Reis Mah.,3,1
30000,132,0,3,İzmir,Tire,Toki Mah.,3,1
18500,70,5,2,İzmir,Buca,Atatürk Mah.,1,1
30000,130,0,6,İzmir,Menemen,Esatpaşa Mah.,3,1
23000,80,11,2,İzmir,Buca,Mustafa Kemal Mah.,2,1
35000,80,6,1,İzmir,Karşıyaka,Yalı Mah.,2,1
31000,90,31,1,İzmir,Konak,Akın Simav Mah.,2,1
30000,110,16,3,İzmir,Bornova,İnönü Mah.,2,1
50000,110,35,4,İzmir,Karabağlar,Üçkuyular Mah.,2,1
35000,145,38,5,İzmir,Konak,Atilla Mah.,3,1
30000,135,16,3,İzmir,Karabağlar,Ali Fuat Cebesoy Mah.,3,1
18000,90,31,0,İzmir,Konak,Mersinli Mah.,2,1
40000,135,25,4,İzmir,Balçova,Onur Mah.,3,1
52500,120,1,1,İzmir,Güzelbahçe,Yelki Mah.,3,1
120000,175,5,3,İzmir,Bayraklı,Osmangazi Mah.,4,1
32000,95,30,6,İzmir,Bornova,Ergene Mah.,2,1
30000,150,38,3,İzmir,Balçova,Onur Mah.,3,1
30000,140,35,-2,İzmir,Balçova,Eğitim Mah.,3,1
40000,125,31,2,İzmir,Konak,Kemal Reis Mah.,3,1
26000,85,0,2,İzmir,Buca,Yaylacık Mah.,2,1
50000,150,35,1,İzmir,Karabağlar,Esenyalı Mah.,3,1
25000,85,45,1,İzmir,Karabağlar,Basın Sitesi Mah.,2,1
37500,90,31,4,İzmir,Balçova,Teleferik Mah.,2,1
32500,45,7,0,İzmir,Urla,Gülbahçe Mah.,1,1
20000,40,0,-1,İzmir,Seferihisar,Çolak İbrahim Bey Mah.,1,1
25000,50,0,3,İzmir,Karşıyaka,İmbatlı Mah.,1,1
38000,130,21,4,İzmir,Buca,Güven Mah.,3,1
24000,85,8,3,İzmir,Karşıyaka,Zübeyde Hanım Mah.,2,1
30000,75,32,0,İzmir,Konak,Kılıç Reis Mah.,2,1
30000,75,6,0,İzmir,Konak,Kahramanlar Mah.,1,1
21000,46,1,3,İzmir,Menemen,9 Eylül Mah.,1,1
32000,90,30,1,İzmir,Balçova,Fevzi Çakmak Mah.,2,1
14000,90,30,2,İzmir,Karabağlar,Gülyaka Mah.,2,1
25000,60,3,1,İzmir,Menemen,85. Yıl Cumhuriyet Mah.,1,1
45000,120,21,2,İzmir,Bornova,Erzene Mah.,3,1
38000,130,31,6,İzmir,Bornova,Kazımdirik Mah.,3,1
20000,70,6,2,İzmir,Buca,Kozağaç Mah.,1,1
58000,140,16,2,İzmir,Konak,Güzelyalı Mah.,3,1
40000,60,6,15,İzmir,Bornova,Yeşilova Mah.,1,1
42500,150,21,3,İzmir,Urla,Çamlıçay Mah.,2,1
26000,110,1,3,İzmir,Torbalı,Pancar Mah.,2,1
26000,90,0,1,İzmir,Torbalı,Torbalı Mah.,2,1
42000,43,2,6,İzmir,Bornova,Kazımdirik Mah.,1,1
29000,150,20,2,İzmir,Menderes,Gümüldür Fevzi Çakmak Mah.,3,1
45000,125,26,0,İzmir,Aliağa,Çakmaklı Mah.,3,1
27500,55,5,2,İzmir,Çiğli,Balatçık Mah.,1,1
20000,100,15,0,İzmir,Bornova,Serintepe Mah.,2,1
33000,130,11,1,İzmir,Tire,Adnan Menderes Mah.,3,1
35000,105,30,2,İzmir,Karabağlar,Bahçelievler Mah.,2,1
27000,135,26,8,İzmir,Buca,Buca Koop. Mah.,3,1
25000,110,0,2,İzmir,Torbalı,Torbalı Mah.,2,1
18000,85,11,0,İzmir,Torbalı,Ayrancılar Mah.,2,1
25000,100,11,1,İzmir,Seferihisar,Hıdırlık Mah.,1,1
27500,70,11,3,İzmir,Buca,Adatepe Mah.,2,1
29000,75,31,4,İzmir,Karşıyaka,Tuna Mah.,2,1
17000,95,26,8,İzmir,Torbalı,Cumhuriyet Mah.,2,1
35000,135,4,6,İzmir,Menemen,Irmak Mah.,3,1
28000,85,6,2,İzmir,Dikili,Gazipaşa Mah.,2,1
25000,83,0,3,İzmir,Menemen,Atatürk Mah.,2,1
56000,170,11,2,İzmir,Dikili,Çandarlı Mah.,4,1
33000,100,26,7,İzmir,Bayraklı,Mansuroğlu Mah.,3,1
30000,120,0,2,İzmir,Menemen,Atatürk Mah.,3,1
19500,60,3,2,İzmir,Seferihisar,Turabiye Mah.,1,1
1900,150,5,3,İzmir,Bornova,Yunus Emre Mah.,3,1
65000,145,6,1,İzmir,Güzelbahçe,Yelki Mah.,3,1
39000,65,5,4,İzmir,Güzelbahçe,Yelki Mah.,2,1
32000,80,2,1,İzmir,Seferihisar,Çolak İbrahim Bey Mah.,2,1
15000,220,1,2,İzmir,Çeşme,Germiyan Mah.,4,1
30000,72,16,0,İzmir,Çiğli,Ataşehir Mah.,1,1
48000,123,0,4,İzmir,Menderes,Barbaros Mah.,3,1
25000,180,6,2,İzmir,Torbalı,Fevzi Çakmak Mah.,3,1
80000,165,16,2,İzmir,Güzelbahçe,Yalı Mah.,3,1
30000,145,5,0,İzmir,Foça,Kazım Dirik Mah.,3,1
35000,100,21,2,İzmir,Karaburun,Tepeboz Mah.,3,1
35000,140,31,4,İzmir,Konak,Murat Reis Mah.,3,1
120000,220,3,0,İzmir,Urla,Kalabak Mah.,4,1
22000,130,21,3,İzmir,Ödemiş,Süleyman Demirel Mah.,3,1
80000,170,0,2,İzmir,Foça,Cumhuriyet Mah.,6,1
100000,105,11,0,İzmir,Karaburun,Küçükbahçe Mah.,3,1
34000,100,8,7,İzmir,Çiğli,İnönü Mah.,1,1
250000,380,16,0,İzmir,Urla,Kalabak Mah.,5,2
41000,110,6,3,İzmir,Menderes,Barbaros Mah.,2,1
26000,160,2,3,İzmir,Torbalı,Tepeköy Mah.,3,1
41000,135,20,5,İzmir,Bayraklı,Tepekule Mah.,3,1
140000,170,21,2,İzmir,Menderes,Özdere Cumhuriyet Mah.,3,1
27500,145,11,2,İzmir,Torbalı,Ertuğrul Mah.,3,1
37000,100,25,3,İzmir,Gaziemir,Gazikent Mah.,2,1
45000,117,25,9,İzmir,Çiğli,Yakakent Mah.,3,1
85000,180,2,0,İzmir,Seferihisar,Çolak İbrahim Bey Mah.,4,1
23000,75,6,2,İzmir,Karabağlar,Selvili Mah.,2,1
95000,180,30,2,İzmir,Narlıdere,Limanreis Mah.,3,1
42000,115,6,2,İzmir,Menemen,9 Eylül Mah.,3,1
22500,48,4,1,İzmir,Çiğli,Ahmet Efendi Mah.,1,0
18000,90,31,3,İzmir,Bayraklı,Tepekule Mah.,2,1
30000,110,6,4,İzmir,Menemen,Ulus Mah.,2,1
19000,120,11,1,İzmir,Menemen,Kemal Atatürk Mah.,2,1
32000,70,21,2,İzmir,Dikili,Çandarlı Mah.,2,1
50000,74,31,5,İzmir,Konak,Yeşiltepe Mah.,1,0
28000,55,2,9,İzmir,Buca,Adatepe Mah.,1,1
19000,65,0,4,İzmir,Torbalı,Türkmenköy Mah.,1,1
65000,145,5,5,İzmir,Karşıyaka,Bahçelievler Mah.,3,1
28000,80,10,3,İzmir,Konak,Kahramanlar Mah.,2,1
125000,90,40,0,İzmir,Çeşme,Boyalık Mah.,2,1
45000,135,25,4,İzmir,Karşıyaka,Bostanlı Mah.,3,1
40000,130,31,3,İzmir,Karşıyaka,Bostanlı Mah.,3,1
65000,160,16,7,İzmir,Narlıdere,Atatürk Mah.,3,1
23000,55,11,2,İzmir,Çiğli,Balatçık Mah.,1,1
18000,115,28,4,İzmir,Ödemiş,Cumhuriyet Mah.,3,1
35000,110,10,3,İzmir,Buca,Kozağaç Mah.,3,1
33000,110,35,1,İzmir,Bornova,Kazımdirik Mah.,3,1
32000,85,0,3,İzmir,Seferihisar,Hıdırlık Mah.,3,1
23000,125,21,3,İzmir,Bornova,Rafet Paşa Mah.,2,1
16000,60,7,3,İzmir,Menemen,Gazi Mustafa Kemal Mah.,1,1
120000,170,6,2,İzmir,Urla,İçmeler Mah.,3,1
28000,80,21,1,İzmir,Bornova,Evka 4 Mah.,2,1
35000,115,31,2,İzmir,Karabağlar,Esenyalı Mah.,3,1
28500,90,6,1,İzmir,Konak,Kılıç Reis Mah.,2,1
24500,75,0,2,İzmir,Menemen,29 Ekim Mah.,2,1
45000,300,4,2,İzmir,Buca,Kaynaklar Merkez Mah.,2,1
23000,56,5,1,İzmir,Buca,Atatürk Mah.,1,1
24000,125,0,1,İzmir,Torbalı,Torbalı Mah.,3,1
80000,65,4,2,İzmir,Çeşme,Ilıca Mah.,1,1
43000,155,25,4,İzmir,Bayraklı,Manavkuyu Mah.,3,1
37000,91,9,5,İzmir,Bornova,Mevlana Mah.,2,1
36000,110,7,1,İzmir,Karşıyaka,Dedebaşı Mah.,2,1
40000,70,5,1,İzmir,Balçova,Eğitim Mah.,2,1
160000,145,0,5,İzmir,Karşıyaka,Bostanlı Mah.,3,1
55000,50,4,21,İzmir,Konak,Halkapınar Mah.,1,1
36000,158,10,-1,İzmir,Konak,Barbaros Mah.,3,1
24000,90,11,1,İzmir,Karabağlar,Sevgi Mah.,2,1
72000,145,3,2,İzmir,Menemen,Villakent Mah.,3,1
27500,46,0,21,İzmir,Bornova,Yeşilova Mah.,1,0
18000,121,26,2,İzmir,Çiğli,Güzeltepe Mah.,3,1
46000,120,31,1,İzmir,Karşıyaka,Bostanlı Mah.,3,1
80000,147,0,3,İzmir,Çiğli,Sasallı Merkez Mah.,3,1
45000,135,16,5,İzmir,Karabağlar,Bahçelievler Mah.,3,1
62000,180,5,2,İzmir,Karşıyaka,Dedebaşı Mah.,3,1
40000,127,31,5,İzmir,Bayraklı,Manavkuyu Mah.,3,1
35000,140,25,4,İzmir,Bornova,Kazımdirik Mah.,3,1
35000,135,18,0,İzmir,Selçuk,Atatürk Mah.,3,1
26000,100,11,4,İzmir,Karabağlar,Ali Fuat Cebesoy Mah.,2,1
70000,85,6,5,İzmir,Bornova,Kazımdirik Mah.,2,1
48000,66,3,21,İzmir,Konak,Halkapınar Mah.,1,1
650000,140,30,2,İzmir,Çeşme,Alaçatı Mah.,3,1
24000,50,6,2,İzmir,Buca,Adatepe Mah.,1,1
26000,115,31,4,İzmir,Konak,Turgut Reis Mah.,2,1
30000,115,11,4,İzmir,Karabağlar,Bahar Mah.,3,1
28000,55,0,3,İzmir,Menemen,İstiklal Mah.,1,1
28000,128,31,3,İzmir,Karşıyaka,Zübeyde Hanım Mah.,3,1
21000,55,9,2,İzmir,Buca,Atatürk Mah.,1,1
27000,90,31,2,İzmir,Konak,Barbaros Mah.,2,1
35000,130,5,0,İzmir,Karabağlar,General Kazım Özalp Mah.,3,1
16500,145,25,0,İzmir,Bergama,Zafer Mah.,4,1
27500,65,2,2,İzmir,Seferihisar,Çolak İbrahim Bey Mah.,1,1
30000,105,6,4,İzmir,Kemalpaşa,Ulucak İstiklal Mah.,2,1
40000,120,31,3,İzmir,Balçova,Korutürk Mah.,3,1
25000,140,26,3,İzmir,Karabağlar,Yunus Emre Mah.,3,1
30000,110,21,0,İzmir,Dikili,İsmetpaşa Mah.,2,1
47000,110,2,4,İzmir,Buca,Yenigün Mah.,2,1
25000,80,25,1,İzmir,Buca,Gaziler Mah.,2,1
50000,240,21,1,İzmir,Seferihisar,Atatürk Mah.,4,2
26000,50,5,3,İzmir,Buca,Şirinkapı Mah.,1,1
35000,100,6,2,İzmir,Torbalı,Muratbey Mah.,2,1
35000,150,21,5,İzmir,Buca,Buca Koop. Mah.,3,1
85000,150,6,2,İzmir,Seferihisar,Düzce Mah.,3,1
25000,50,0,4,İzmir,Seferihisar,Camikebir Mah.,1,1
14000,85,31,2,İzmir,Menemen,Atatürk Mah.,2,1
20000,55,6,2,İzmir,Buca,Atatürk Mah.,1,1
52000,230,6,2,İzmir,Seferihisar,Akarca Mah.,4,1
24000,100,25,5,İzmir,Bornova,Atatürk Mah.,1,1
105000,242,0,2,İzmir,Çeşme,Reisdere Mah.,7,1
30000,55,6,3,İzmir,Torbalı,Yedi Eylül Mah.,1,1
32000,150,6,2,İzmir,Seferihisar,Çolak İbrahim Bey Mah.,3,1
18500,43,1,2,İzmir,Dikili,Çandarlı Mah.,1,1
38000,75,6,2,İzmir,Güzelbahçe,Yelki Mah.,2,1
57500,115,5,2,İzmir,Güzelbahçe,Maltepe Mah.,3,1
11000,120,6,2,İzmir,Çeşme,Reisdere Mah.,3,1
30000,140,21,2,İzmir,Menderes,Çukuraltı Mah.,3,1
42000,164,0,3,İzmir,Ödemiş,Süleyman Demirel Mah.,4,1
55000,157,11,6,İzmir,Çiğli,Ataşehir Mah.,3,1
29999,50,6,6,İzmir,Bornova,Kazımdirik Mah.,1,0
35000,130,21,3,İzmir,Buca,Kuruçeşme Mah.,3,1
29500,130,5,4,İzmir,Torbalı,Ertuğrul Mah.,3,1
54000,120,6,4,İzmir,Güzelbahçe,Mustafa Kemal Paşa Mah.,3,1
37000,130,11,3,İzmir,Menderes,Cüneytbey Mah.,3,1
155000,260,21,3,İzmir,Urla,Yenikent Mah.,3,1
23000,60,0,2,İzmir,Seferihisar,Çolak İbrahim Bey Mah.,1,1
22000,105,31,3,İzmir,Menemen,Esatpaşa Mah.,3,1
55000,100,6,2,İzmir,Çeşme,Musalla Mah.,2,1
160000,130,21,0,İzmir,Seferihisar,Cumhuriyet Mah.,3,1
32000,90,31,2,İzmir,Karabağlar,Fahrettin Altay Mah.,3,1
135000,150,2,2,İzmir,Urla,Denizli Mah.,3,1
60000,98,11,4,İzmir,Bayraklı,Mansuroğlu Mah.,1,1
20000,95,25,5,İzmir,Konak,Kılıç Reis Mah.,2,1
26500,130,29,4,İzmir,Karabağlar,Doğanay Mah.,3,1
40000,70,6,2,İzmir,Güzelbahçe,Mustafa Kemal Paşa Mah.,2,1
39500,64,0,21,İzmir,Bornova,Yeşilova Mah.,1,1
21000,105,16,5,İzmir,Menemen,Zeytinlik Mah.,2,1
118000,280,16,6,İzmir,Narlıdere,Yenikale Mah.,4,1
32000,90,10,1,İzmir,Karşıyaka,Şemikler Mah.,2,1
50000,150,12,2,İzmir,Karşıyaka,Şemikler Mah.,3,1
25750,95,11,4,İzmir,Karabağlar,Gülyaka Mah.,2,1
23000,90,6,0,İzmir,Çiğli,Küçük Çiğli Mah.,2,1
31500,37,6,9,İzmir,Bornova,Kazımdirik Mah.,1,0
150000,260,20,14,İzmir,Konak,Alsancak Mah.,4,1
30000,45,37,6,İzmir,Karşıyaka,Atakent Mah.,1,1
32500000,135,25,4,İzmir,Buca,Yiğitler Mah.,3,1
25000,45,5,2,İzmir,Buca,Yıldız Mah.,1,1
35000,90,26,3,İzmir,Balçova,Onur Mah.,2,1
22000,65,26,1,İzmir,Bayraklı,Tepekule Mah.,1,1
35000,100,31,1,İzmir,Konak,Mimar Sinan Mah.,3,1
30000,130,5,1,İzmir,Karabağlar,Vatan Mah.,3,1
40000,130,21,5,İzmir,Bornova,Erzene Mah.,3,1
35000,100,31,1,İzmir,Karabağlar,Esenyalı Mah.,2,1
22500,55,5,2,İzmir,Buca,Adatepe Mah.,1,1
27000,150,21,4,İzmir,Bayraklı,R. Şevket İnce Mah.,3,1
20000,100,16,0,İzmir,Konak,Akın Simav Mah.,2,1
28000,58,11,2,İzmir,Bornova,Mevlana Mah.,1,1
18500,27,30,1,İzmir,Karabağlar,Arap Hasan Mah.,1,0
42000,145,20,2,İzmir,Karşıyaka,Bahçelievler Mah.,3,1
35000,130,16,1,İzmir,Buca,Barış Mah.,3,1
53000,175,31,4,İzmir,Konak,Mimar Sinan Mah.,3,1
25000,110,15,3,İzmir,Selçuk,14 Mayıs Mah.,3,1
38000,135,4,6,İzmir,Torbalı,Ertuğrul Mah.,3,1
25000,90,35,3,İzmir,Konak,Atilla Mah.,2,1
18000,120,26,4,İzmir,Karabağlar,Doğanay Mah.,3,1
70000,130,31,5,İzmir,Konak,Alsancak Mah.,3,1
33000,120,25,4,İzmir,Karşıyaka,Yalı Mah.,3,1
85000,125,0,5,İzmir,Karşıyaka,Bostanlı Mah.,3,1
30000,100,6,2,İzmir,Konak,Atilla Mah.,2,1
20000,85,1,2,İzmir,Ödemiş,Kuvvetli Mah.,1,1
30000,85,35,0,İzmir,Aliağa,Çakmaklı Mah.,2,1
30000,70,3,2,İzmir,Karabağlar,Vatan Mah.,2,1
26000,35,5,2,İzmir,Bornova,Kazımdirik Mah.,1,0
40000,68,16,14,İzmir,Karşıyaka,Mavişehir Mah.,1,1
36500,140,28,4,İzmir,Karşıyaka,Bahçelievler Mah.,3,1
28000,100,24,3,İzmir,Buca,Güven Mah.,2,1
28000,115,30,4,İzmir,Bornova,Ergene Mah.,3,1
22000,55,1,1,İzmir,Buca,Hürriyet Mah.,1,1
25000,190,25,3,İzmir,Ödemiş,Anafartalar Mah.,3,1
30000,120,35,3,İzmir,Konak,Çankaya Mah.,3,1
19000,110,21,2,İzmir,Bayraklı,R. Şevket İnce Mah.,2,1
52000,110,1,2,İzmir,Güzelbahçe,Yelki Mah.,2,1
31500,75,2,0,Aydın,Kuşadası,İkiçeşmelik Mah.,1,1
27000,57,10,0,Aydın,Kuşadası,Türkmen Mah.,1,1
57500,260,4,3,Aydın,Efeler,Mimar Sinan Mah.,5,1
28000,90,0,2,Aydın,Efeler,Zafer Mah.,2,1
47000,200,15,5,Aydın,Efeler,Girne Mah.,4,1
50000,125,1,2,Aydın,Kuşadası,Değirmendere Mah.,2,1
30000,145,29,3,Aydın,Kuşadası,Cumhuriyet Mah.,3,1
20000,90,0,1,Aydın,Çine,Hamitabat Mah.,2,0
30000,58,1,2,Aydın,Kuşadası,Cumhuriyet Mah.,1,1
25000,150,11,0,Aydın,Didim,Hisar Mah.,3,1
45000,75,1,0,Aydın,Kuşadası,Türkmen Mah.,1,1
35000,100,8,3,Aydın,Kuşadası,İkiçeşmelik Mah.,2,1
37000,110,7,0,Aydın,Didim,Yeni Mah.,3,1
70000,300,8,5,Aydın,Efeler,Efeler Mah.,6,1
25000,74,2,3,Aydın,Kuşadası,İkiçeşmelik Mah.,2,1
42000,175,6,5,Aydın,Nazilli,Zafer Mah.,3,1
22500,90,6,1,Aydın,Söke,Çeltikçi Mah.,2,1
40000,210,26,4,Aydın,Söke,Atatürk Mah.,4,1
25000,100,5,2,Aydın,Efeler,İstiklal Mah.,2,1
27000,100,38,5,Aydın,Kuşadası,Kadınlar Denizi Mah.,2,1
22000,70,0,3,Aydın,Efeler,Güzelhisar Mah.,2,0
28000,65,10,3,Aydın,Kuşadası,Cumhuriyet Mah.,1,1
18000,65,10,1,Aydın,Efeler,Güzelhisar Mah.,2,0
31000,170,15,1,Aydın,Efeler,Hasanefendi - Ramazan Paşa Mah.,4,1
40000,180,6,1,Aydın,Efeler,Efeler Mah.,3,1
38000,85,6,4,Aydın,Didim,Altınkum Mah.,2,1
27000,110,30,1,Aydın,Kuşadası,Alacamescit Mah.,2,1
40000,250,15,2,Aydın,Kuşadası,Değirmendere Mah.,3,1
30000,84,6,1,Aydın,Didim,Hisar Mah.,2,1
12000,55,7,5,Aydın,Nazilli,İsabeyli Mah.,1,1
18000,100,39,1,Aydın,Efeler,Kurtuluş Mah.,2,1
20000,150,35,5,Aydın,Kuşadası,Camikebir Mah.,3,1
14000,50,6,1,Aydın,Efeler,Orta Mah.,1,1
20000,60,10,1,Aydın,Efeler,Zafer Mah.,1,1
52000,170,6,3,Aydın,Efeler,Kemer Mah.,3,1
18000,125,25,1,Aydın,Efeler,Güzelhisar Mah.,3,1
25000,95,15,1,Aydın,Didim,Yeni Mah.,2,1
18000,90,4,1,Aydın,İncirliova,İstiklal Mah.,2,1
120000,221,3,2,Aydın,Kuşadası,Soğucak Mah.,6,1
40000,210,6,3,Aydın,Efeler,Kemer Mah.,4,1
4500,92,26,2,Aydın,Didim,Hisar Mah.,2,1
39000,140,6,3,Aydın,Efeler,Girne Mah.,3,1
25000,70,16,1,Aydın,Kuşadası,Cumhuriyet Mah.,2,1
29500,65,5,3,Aydın,Kuşadası,Değirmendere Mah.,2,1
25000,130,16,1,Aydın,Efeler,Cumhuriyet Mah.,3,1
27000,100,16,5,Aydın,Kuşadası,Değirmendere Mah.,2,1
13500,60,6,1,Aydın,Nazilli,İsabeyli Mah.,1,1
15000,45,10,1,Aydın,Efeler,Orta Mah.,1,1
12000,70,6,2,Aydın,Nazilli,İsabeyli Mah.,2,0
34000,75,5,3,Aydın,Kuşadası,Türkmen Mah.,1,1
38500,100,16,3,Aydın,Kuşadası,Değirmendere Mah.,2,1
50000,220,15,7,Aydın,Efeler,Girne Mah.,3,1
30000,62,7,3,Aydın,Efeler,Efeler Mah.,1,1
30000,125,0,3,Aydın,Kuşadası,Güzelçamlı Mah.,2,1
30000,95,6,3,Aydın,Kuşadası,Davutlar Mah.,2,1
17250,130,25,4,Aydın,Efeler,Cumhuriyet Mah.,3,1
100000,350,3,2,Aydın,Kuşadası,Karaova Mah.,4,1
50000,280,6,5,Aydın,Söke,Yenikent Mah.,3,2
22000,85,6,3,Aydın,Kuşadası,Davutlar Mah.,2,1
20000,130,30,5,Aydın,Efeler,Güzelhisar Mah.,3,1
19000,55,6,3,Aydın,Efeler,Orta Mah.,1,1
40000,100,9,2,Aydın,Didim,Altınkum Mah.,3,1
57000,140,0,4,Aydın,Kuşadası,Hacıfeyzullah Mah.,3,1
28500,65,2,1,Aydın,Didim,Akbük Mah.,1,1
25000,70,6,1,Aydın,Efeler,Zafer Mah.,1,1
19000,45,0,1,Aydın,Söke,Kemalpaşa Mah.,1,1
62500,150,3,2,Aydın,Didim,Akbük Mah.,3,1
50000,245,16,5,Aydın,Kuşadası,Türkmen Mah.,1,1
68000,140,31,0,Aydın,Kuşadası,Kadınlar Denizi Mah.,3,1
100000,179,14,2,Aydın,Kuşadası,Kadınlar Denizi Mah.,5,1
21500,60,3,0,Aydın,Kuşadası,Karaova Mah.,1,0
51000,229,17,2,Aydın,Kuşadası,Güzelçamlı Mah.,4,1
50000,180,11,2,Aydın,Didim,Cumhuriyet Mah.,3,1
30000,100,25,5,Aydın,Kuşadası,İkiçeşmelik Mah.,2,1
40000,140,21,2,Aydın,Kuşadası,Kadınlar Denizi Mah.,2,1
53000,120,0,5,Aydın,Kuşadası,Kadınlar Denizi Mah.,2,1
20000,78,0,3,Aydın,Çine,Soğancılar Mah.,2,1
25000,60,6,0,Aydın,Kuşadası,Davutlar Mah.,1,1
30000,155,6,6,Aydın,İncirliova,Cumhuriyet Mah.,3,1
26000,105,16,3,Aydın,Efeler,Girne Mah.,3,1
28000,100,3,4,Aydın,Kuşadası,Ege Mah.,2,1
40000,130,25,2,Aydın,Kuşadası,Bayraklıdede Mah.,5,1
50000,200,10,3,Aydın,Efeler,Tepecik Mah.,3,1
16500,90,25,2,Aydın,Efeler,Güzelhisar Mah.,2,1
22000,90,4,4,Aydın,Kuşadası,Davutlar Mah.,2,1
40000,110,25,0,Aydın,Kuşadası,Türkmen Mah.,2,1
25000,75,0,2,Aydın,Efeler,Ata Mah.,2,1
30000,140,20,4,Aydın,Efeler,Kurtuluş Mah.,2,1
28000,135,30,5,Aydın,Efeler,Yedi Eylül Mah.,3,1
35000,150,21,5,Aydın,Efeler,Güzelhisar Mah.,3,1
25000,99,5,4,Aydın,İncirliova,Cumhuriyet Mah.,3,1
80000,140,3,2,Aydın,Kuşadası,Karaova Mah.,4,1
40000,130,0,2,Aydın,Kuşadası,Güzelçamlı Mah.,3,1
26000,90,4,3,Aydın,Efeler,Meşrutiyet Mah.,2,1
20000,80,8,5,Aydın,Efeler,Zafer Mah.,2,1
23000,50,3,2,Aydın,Kuşadası,Davutlar Mah.,2,1
27500,69,3,1,Aydın,Didim,Akbük Mah.,1,1
19000,50,4,2,Aydın,Efeler,Zafer Mah.,1,1
17000,70,10,3,Aydın,Nazilli,İsabeyli Mah.,2,0
26000,90,0,5,Aydın,Söke,Konak Mah.,2,1
28000,95,10,1,Aydın,Efeler,Girne Mah.,2,1
20000,75,9,3,Aydın,Efeler,Orta Mah.,2,1
27500,140,20,4,Aydın,Efeler,Meşrutiyet Mah.,3,1
14500,22,3,0,Aydın,Kuşadası,Karaova Mah.,1,1
26000,85,4,3,Aydın,Kuşadası,Değirmendere Mah.,2,1
27500,70,6,4,Aydın,Efeler,Zafer Mah.,2,1
280000,100,15,3,Aydın,Didim,Altınkum Mah.,2,1
30000,89,1,4,Aydın,Kuşadası,Değirmendere Mah.,1,1
